 Joint 1 torque , Joint 2 torque ,  Joint 3 torque ,  Joint 4 torque  , Position error 1 , Position error 2 , Position error 3 , Position error 4  Velocity error 1 , Velocity error 2 , Velocity error 3 , Velocity error 4 acceleration 1 , acceleration 2 , acceleration 3 , acceleration 4   Time 
0.14142,0.0500669,-25542.6,-0.0021166,-0.181046,-0.612118,-41.4311,-62.679,0.970739,3.68477,159.09,141.553,8.36139,14.5709,349.765,28.633-31.6831,-67.333,-1657.25,-1253.58,0.232
0.118368,0.0431994,-25521.4,-0.00143488,-0.191788,-0.60209,-40.7922,-62.1293,0.937294,3.62649,157.691,141.439,5.5967,14.4514,357.626,38.6026-33.5629,-66.2299,-1631.69,-1242.59,0.236
0.44767,0.146355,-25515.1,-0.00961083,-0.0456457,-0.542675,-40.217,-61.4044,1.484,3.75198,156.049,141.924,45.3682,23.5612,359.958,57.1559-7.988,-59.6942,-1608.68,-1228.09,0.24
0.393004,0.129735,-25496.5,-0.00815274,-0.0569068,-0.533183,-39.5895,-60.8561,1.30252,3.65773,154.609,141.695,38.5962,22.6284,366.847,66.079-9.95869,-58.6501,-1583.58,-1217.12,0.244
0.342461,0.114336,-25479.5,-0.00679671,-0.0688397,-0.524061,-38.9677,-60.3086,1.14814,3.56722,153.141,141.431,32.4233,21.7332,373.155,74.6631-12.0469,-57.6467,-1558.71,-1206.17,0.248
0.295769,0.100079,-25463.9,-0.00553698,-0.0813407,-0.515294,-38.3519,-59.7624,1.01845,3.48029,151.649,141.132,26.8043,20.8741,378.907,82.9176-14.2346,-56.6823,-1534.08,-1195.25,0.252
0.252676,0.0868912,-25449.9,-0.00436807,-0.0943155,-0.506867,-37.7421,-59.2173,0.911228,3.39679,150.133,140.8,21.697,20.0496,384.128,90.8516-16.5052,-55.7554,-1509.69,-1184.35,0.256
0.212941,0.0747033,-25437.1,-0.00328478,-0.107678,-0.498768,-37.1384,-58.6737,0.82444,3.31659,148.597,140.437,17.0623,19.2582,388.84,98.4739-18.8437,-54.8645,-1485.54,-1173.47,0.26
0.176342,0.063451,-25425.7,-0.00228211,-0.121351,-0.490984,-36.5409,-58.1316,0.756191,3.23956,147.041,140.043,12.8638,18.4986,393.067,105.793-21.2365,-54.0082,-1461.64,-1162.63,0.264
0.142669,0.0530732,-25415.6,-0.00135533,-0.135264,-0.483501,-35.9497,-57.5911,0.704736,3.16557,145.469,139.62,9.0678,17.7696,396.829,112.818-23.6711,-53.1852,-1437.99,-1151.82,0.268
0.111726,0.0435131,-25406.6,-0.000499916,-0.149351,-0.476309,-35.3647,-57.0524,0.668465,3.09449,143.882,139.169,5.6428,17.0698,400.148,119.556-26.1365,-52.394,-1414.59,-1141.05,0.272
0.0833278,0.034717,-25398.8,0.000288411,-0.163557,-0.469395,-34.7862,-56.5155,0.645893,3.02621,142.281,138.69,2.55966,16.398,403.045,126.017-28.6224,-51.6335,-1391.45,-1130.31,0.276
0.461637,0.154207,-25406.1,-0.00939624,0.00171715,-0.405845,-34.2805,-55.7796,1.19403,3.14158,140.461,138.814,45.7173,25.7506,400.344,141.5640.300502,-44.6429,-1371.22,-1115.59,0.28
0.397066,0.134148,-25399.7,-0.00768561,-0.0129401,-0.399536,-33.7148,-55.2468,1.01117,3.03858,138.86,138.248,38.314,24.2839,402.716,147.155-2.26452,-43.9489,-1348.59,-1104.94,0.284
0.337527,0.115611,-25394.3,-0.00610388,-0.0282697,-0.393627,-33.1556,-54.7163,0.857909,2.94144,137.249,137.659,31.5766,22.8963,404.711,152.5-4.94719,-43.299,-1326.22,-1094.33,0.288
0.282687,0.0985008,-25389.9,-0.00464333,-0.0441583,-0.388097,-32.6027,-54.1883,0.731603,2.84986,135.63,137.049,25.4543,21.5836,406.347,157.605-7.72771,-42.6906,-1304.11,-1083.77,0.292
0.232237,0.082724,-25386.4,-0.00329662,-0.0605033,-0.382921,-32.0564,-53.6627,0.629786,2.76353,134.005,136.419,19.9001,20.3419,407.641,162.478-10.5881,-42.1214,-1282.26,-1073.25,0.296
0.185883,0.0681942,-25383.8,-0.00205675,-0.077211,-0.378082,-31.5166,-53.1397,0.550185,2.68216,132.374,135.769,14.8702,19.1675,408.609,167.125-13.5119,-41.589,-1260.66,-1062.79,0.3
0.143351,0.0548302,-25382,-0.000917108,-0.0941969,-0.373558,-30.9833,-52.6193,0.490704,2.60549,130.74,135.101,10.324,18.0568,409.266,171.554-16.4845,-41.0914,-1239.33,-1052.39,0.304
0.104383,0.0425554,-25381,0.000128611,-0.111384,-0.369332,-30.4565,-52.1016,0.449409,2.53326,129.103,134.414,6.22358,17.0066,409.629,175.77-19.4923,-40.6266,-1218.26,-1042.03,0.308
0.0687369,0.0312978,-25380.8,0.00108636,-0.128704,-0.365387,-29.9363,-51.5867,0.424514,2.46523,127.464,133.711,2.53396,16.0137,409.711,179.779-22.5232,-40.1926,-1197.45,-1031.73,0.312
0.0361858,0.0209896,-25381.3,0.0019618,-0.146094,-0.361706,-29.4227,-51.0746,0.414378,2.40118,125.825,132.992,-0.777439,15.075,409.527,183.588-25.5665,-39.7876,-1176.91,-1021.49,0.316
0.466066,0.157713,-25397.2,-0.0092431,0.0381679,-0.294176,-28.9903,-50.3396,0.965158,2.51952,123.983,132.875,45.7729,24.9274,403.614,196.9596.67938,-32.3594,-1159.61,-1006.79,0.32
0.392419,0.134506,-25398.3,-0.00729552,0.020404,-0.291064,-28.4898,-49.8335,0.782066,2.41981,122.369,132.087,37.8201,23.1782,403.216,200.0343.5707,-32.017,-1139.59,-996.67,0.324
0.324709,0.113126,-25400,-0.00550347,0.00197132,-0.288336,-27.9956,-49.3306,0.630786,2.3271,120.756,131.287,30.5919,21.5335,402.58,202.9360.34498,-31.717,-1119.82,-986.611,0.328
0.26254,0.0934557,-25402.4,-0.0038571,-0.0170086,-0.285966,-27.5079,-48.8309,0.508418,2.24096,119.146,130.475,24.0328,19.9874,401.718,205.67-2.97651,-31.4563,-1100.32,-976.617,0.332
0.20554,0.0753808,-25405.3,-0.00234707,-0.0364256,-0.283929,-27.0267,-48.3344,0.412287,2.16101,117.539,129.652,18.0915,18.5345,400.643,208.24-6.37448,-31.2321,-1081.07,-966.688,0.336
0.153358,0.0587963,-25408.7,-0.000964556,-0.0561796,-0.282199,-26.5519,-47.8413,0.339921,2.08687,115.936,128.819,12.7199,17.1696,399.365,210.653-9.83142,-31.0419,-1062.07,-956.826,0.34
0.105664,0.0436027,-25412.7,0.000298809,-0.07618,-0.280755,-26.0834,-47.3515,0.289041,2.0182,114.339,127.977,7.87367,15.8879,397.896,212.912-13.3315,-30.8831,-1043.34,-947.03,0.344
0.0621514,0.0297065,-25417.1,0.00145092,-0.0963452,-0.279576,-25.6214,-46.8651,0.257547,1.95464,112.747,127.125,3.51149,14.6845,396.246,215.022-16.8604,-30.7533,-1024.85,-937.303,0.348
0.0225288,0.0170198,-25422.1,0.00249922,-0.116601,-0.278641,-25.1657,-46.3822,0.243501,1.89591,111.162,126.265,-0.404975,13.5553,394.425,216.988-20.4053,-30.6505,-1006.63,-927.644,0.352
-0.0134754,0.00546016,-25427.4,0.00345077,-0.136883,-0.277932,-24.7163,-45.9027,0.245121,1.84169,109.585,125.397,-3.91131,12.4959,392.443,218.815-23.9545,-30.5725,-988.652,-918.053,0.356
0.468557,0.159614,-25448.7,-0.00924055,0.0662294,-0.206235,-24.356,-45.1763,0.797725,1.96801,107.815,125.128,45.9861,22.9742,384.558,230.65211.5901,-22.6859,-974.242,-903.526,0.36
0.386382,0.133471,-25454,-0.00706836,0.0456462,-0.206018,-23.9192,-44.7039,0.613781,1.87612,106.276,124.205,37.5173,21.0704,382.576,231.8487.98808,-22.662,-956.767,-894.078,0.364
0.311047,0.109459,-25459.8,-0.0050776,0.024395,-0.206154,-23.4885,-44.2352,0.463712,1.79183,104.746,123.278,29.8279,19.2876,380.448,232.9284.26912,-22.6769,-939.538,-884.703,0.368
0.242085,0.0874358,-25465.9,-0.00325625,0.00260499,-0.206612,-23.0638,-43.7702,0.3444,1.71468,103.224,122.346,22.8579,17.6189,378.183,233.8950.455873,-22.7273,-922.553,-875.403,0.372
0.179058,0.0672667,-25472.4,-0.00159296,-0.0196065,-0.207366,-22.6453,-43.3089,0.252968,1.64421,101.712,121.41,16.5519,16.0576,375.791,234.752-3.43113,-22.8102,-905.811,-866.178,0.376
0.121554,0.0488259,-25479.1,-7.70118e-05,-0.0421332,-0.208389,-22.2328,-42.8514,0.186761,1.57998,100.208,120.471,10.858,14.5978,373.278,235.504-7.37331,-22.9228,-889.31,-857.027,0.38
0.0691875,0.031995,-25486.2,0.00130167,-0.0648792,-0.209657,-21.8262,-42.3976,0.143329,1.52159,98.7153,119.529,5.72835,13.2334,370.652,236.153-11.3539,-23.0623,-873.049,-847.952,0.384
0.0215974,0.016663,-25493.6,0.0025526,-0.087758,-0.211148,-21.4257,-41.9476,0.120415,1.46865,97.2326,118.585,1.11835,11.9591,367.922,236.704-15.3576,-23.2263,-857.026,-838.952,0.388
-0.021556,0.00272535,-25501.2,0.00368471,-0.110691,-0.212841,-21.031,-41.5014,0.115942,1.42082,95.761,117.638,-3.01337,10.7695,365.093,237.159-19.371,-23.4125,-841.239,-830.028,0.392
-0.0605906,-0.00991578,-25509.1,0.00470641,-0.13361,-0.214715,-20.6422,-41.059,0.127995,1.37774,94.3006,116.689,-6.70517,9.6597,362.173,237.523-23.3817,-23.6187,-825.687,-821.18,0.396
0.472677,0.161338,-25533.5,-0.00940791,0.0881724,-0.138551,-20.3499,-40.346,0.681065,1.51308,92.6554,116.334,46.4718,20.8186,353.146,248.32215.4302,-15.2406,-813.998,-806.921,0.4
0.382419,0.132439,-25541,-0.00702207,0.0650136,-0.140833,-19.9727,-39.9113,0.495178,1.42981,91.2428,115.34,37.5009,18.8208,350.368,248.13211.3774,-15.4916,-798.907,-798.226,0.404
0.299885,0.105969,-25548.7,-0.00484248,0.0411831,-0.143431,-19.601,-39.4806,0.345174,1.35453,89.8414,114.348,29.3618,16.9558,347.506,247.877.20705,-15.7774,-784.042,-789.611,0.408
0.224535,0.0817592,-25556.7,-0.00285496,0.0168177,-0.146316,-19.235,-39.0538,0.227727,1.2867,88.4513,113.356,21.9905,15.2158,344.566,247.5382.94311,-16.0948,-769.4,-781.075,0.412
0.155865,0.0596546,-25564.8,-0.00104618,-0.00795847,-0.149459,-18.8745,-38.6309,0.139765,1.22584,87.0731,112.366,15.3274,13.5935,341.553,247.138-1.39273,-16.4404,-754.979,-772.619,0.416
0.0934005,0.0395081,-25573.1,0.000596413,-0.0330332,-0.152831,-18.5195,-38.2121,0.0784549,1.17147,85.7069,111.378,9.31725,12.0819,338.472,246.674-5.78082,-16.8114,-740.778,-764.242,0.42
0.0366988,0.0211819,-25581.6,0.00208459,-0.0583051,-0.156409,-18.1699,-37.7972,0.0411859,1.12314,84.353,110.391,3.90862,10.6746,335.33,246.147-10.2034,-17.205,-726.795,-755.943,0.424
-0.0146555,0.00454693,-25590.2,0.00342941,-0.0836829,-0.16017,-17.8257,-37.3862,0.0255514,1.08044,83.0117,109.406,-0.94613,9.3653,332.132,245.56-14.6445,-17.6187,-713.027,-747.724,0.428
-0.0610514,-0.0105176,-25599,0.00464126,-0.109084,-0.16409,-17.4868,-36.9791,0.029336,1.04298,81.6831,108.424,-5.29125,8.14824,328.881,244.915-19.0898,-18.0499,-699.472,-739.583,0.432
-0.102853,-0.0241252,-25607.9,0.00572987,-0.134436,-0.168151,-17.1532,-36.576,0.050501,1.01039,80.3676,107.444,-9.16779,7.01789,325.584,244.215-23.5263,-18.4966,-686.13,-731.521,0.436
0.479723,0.163538,-25633.9,-0.00972769,0.105787,-0.0872181,-16.9234,-35.8789,0.602711,1.15397,78.8725,107.051,47.2135,18.8742,315.958,254.35818.5127,-9.59399,-676.938,-717.578,0.44
0.381793,0.132052,-25642.2,-0.00713876,0.0802466,-0.0916072,-16.6002,-35.4837,0.413857,1.07847,77.6087,106.033,37.7474,16.8077,312.899,253.16214.0432,-10.0768,-664.01,-709.674,0.444
0.292438,0.10328,-25650.6,-0.00477954,0.0540267,-0.0962818,-16.2821,-35.0925,0.262867,1.01124,76.3571,105.021,29.1641,14.8833,309.795,251.9289.45467,-10.591,-651.283,-701.851,0.448
0.211047,0.0770299,-25659.1,-0.00263381,0.0272715,-0.10121,-15.9689,-34.7054,0.146211,0.951708,75.1179,104.013,21.3955,13.0924,306.648,250.6574.77251,-11.1331,-638.756,-694.109,0.452
0.13705,0.0531238,-25667.7,-0.000686306,0.000111797,-0.106362,-15.6606,-34.3223,0.0606291,0.899339,73.8913,103.011,14.3783,11.4272,303.463,249.3510.0195645,-11.6998,-626.425,-686.447,0.456
0.0699107,0.0313941,-25676.3,0.00107725,-0.0273341,-0.11171,-15.3573,-33.9432,0.00311614,0.85363,72.6775,102.013,8.05357,9.88009,300.243,248.012-4.78346,-12.2881,-614.29,-678.865,0.46
0.00912964,0.0116841,-25685.1,0.00267027,-0.0549594,-0.117229,-15.0587,-33.5681,-0.0290981,0.81411,71.4765,101.021,2.36683,8.44406,296.994,246.641-9.61789,-12.8951,-602.348,-671.363,0.464
-0.0457613,-0.00615275,-25694,0.0041053,-0.0826681,-0.122894,-14.7649,-33.197,-0.0385655,0.780334,70.2885,100.034,-2.73267,7.1124,293.718,245.24-14.4669,-13.5183,-590.598,-663.94,0.468
-0.0951995,-0.0222536,-25702.9,0.00539408,-0.110374,-0.128683,-14.4759,-32.8298,-0.0276348,0.751884,69.1137,99.0535,-7.29198,5.87878,290.419,243.81-19.3154,-14.1552,-579.036,-656.595,0.472
-0.139594,-0.0367467,-25711.8,0.0065476,-0.137999,-0.134577,-14.1915,-32.4664,0.00153311,0.728369,67.952,98.0783,-11.3547,4.73724,287.099,242.354-24.1499,-14.8034,-567.661,-649.329,0.476
